#,Title,Authors,Year,Journal,DOI,Tier,Source
7302,Augmenting Surgical Preparation: How Learners Use Artificial Intelligence to Prepare for the Operating Room.,Wallace G; Eaton K; Witsberger C; Bohm LA,2026,,10.1016/j.jsurg.2025.103861,tier2,europepmc
7303,"Augmenting emergency medicine education with artificial intelligence: Promise, peril, and pathways forward",Chauhan; Sagar Galwankar; Sarah Temple; Bill Boyer,2026,International Journal of Critical Illness and Injury Science,10.4103/ijciis.ijciis_126_25,tier3,openalex
7304,"Automated Report Generation in Ophthalmology: Integrating Artificial Intelligence, Multimodal Imaging, and Clinical Data.",Shen Y; Chen Q; He X; Agrawal R; Grzybowski A et al.,2026,,10.1007/s40123-026-01316-1,tier1,europepmc
7305,Avaliação do ChatGPT-4.0 Versus ChatGPT-Mini na Geração de Conteúdo sobre Hipertensão Baseado em Diretrizes,Romullo José Costa Ataídes; Marcos Adriano Garcia Campos; João Vítor Perez de Souza; Rafael Cardoso Rocha; Almir Alamino Lacalle et al.,2026,Arquivos Brasileiros de Cardiologia,10.36660/abc.20250498,tier1,openalex
7306,AviationLMM: A Large Multimodal Foundation Model for Civil Aviation,Wenbin Li; Jiaquan Wu; Xiaoyong Lin. Jing Chen; Cong Chen,2026,ArXiv.org,,,openalex
7307,"Awareness, use, and perceived barriers to artificial intelligence in pediatric urology: a multicenter survey.",Kursat Kucuker; Aykut Akinci; Mesut Berkan Duran; Melike Guzeller; Okan Turktur et al.,2026,Therapeutic advances in urology,10.1177/17562872261422939,tier2,pubmed
7308,Balancing Safety and Educational Availability in a Large Language Model-Based Virtual Patient for Medical Interview Training: Robustness Evaluation Under Direct and Indirect Instructional Contaminatio,Yuusuke Harada,2026,,10.32388/2q3k8u,tier2,openalex
7309,Behavioral Dynamics of AI Trust and Health Care Delays Among Adults: Integrated Cross-Sectional Survey and Agent-Based Modeling Study.,Cai X; Li W; Shi W; Cai Y; Zhou J,2026,,10.2196/82170,tier2,europepmc
7310,"Benchmarking Large Language Models on Persian Surgical Subspecialty Board Examinations: A Comparative Study of ChatGPT-4o, ChatGPT-5, and Gemini 2.5 Flash",Shahab Sheikhalishahi; Farzad Rafiei; Seyed Masoud Hosseini; Alireza Haddadi; Saina Sadeghipour,2026,,10.21203/rs.3.rs-8080315/v1,tier2,openalex
7311,Benchmarking Open- and Closed-Source Large Language Models in Spanish Health Specialized Examinations: A Comparative Performance Study (Preprint),Alejandro Calvera-Rayo; Gonzalo Verdú; Manuel Morales-Ruiz; Aleix Fabregat-Bolufer,2026,,10.2196/preprints.91300,tier1,openalex
7312,"Benchmarking Open-Source Vision Language Models in Orthopedic In-Training Examination: A Comparison with Residents, Domain-Specific Evaluation, and Parameter Scaling.",Ko S; Lee J; Ko K; Kim J,2026,,10.4055/cios25183,tier1,europepmc
7313,Benchmarking large language model-based agent systems for clinical decision tasks.,Yunsong Liu; Zunamys I Carrero; Xiaofeng Jiang; Dyke Ferber; Georg Wölflein et al.,2026,NPJ digital medicine,10.1038/s41746-026-02443-6,tier2,pubmed
7314,Between promise and practice: Exploring AI’s role in research participant communication,Lara Bernasconi; Zeynep Kapaklikaya; Regina Grossmann,2026,Research Ethics,10.1177/17470161261419861,tier1,semantic_scholar
7315,Beyond Computer-Aided Diagnosis: Artificial Intelligence as a “Digital Mentor” for POCUS Image Acquisition and Quality Assurance: A Narrative Review,Hyub Huh; Jeong Jun Park,2026,Diagnostics,10.3390/diagnostics16060858,tier2,openalex
7316,Beyond Simulation Scripts:A Viewpoint on AI-Driven Digital Standardized Patients in Large-Scale Medical Education (Preprint),Chuanlin Jia,2026,,10.2196/preprints.91050,tier3,openalex
7317,Beyond black-box AI: Interpretable hybrid systems for dementia care.,Kang MJY; Yang W; Roberts MR; Kang BH; Malpas CB,2026,,10.1002/dad2.70236,tier2,europepmc
7318,Bibliometric mapping of artificial intelligence research in surgical education (1997–2025),Jinlin Wu; J. Zhao,2026,Frontiers in Surgery,10.3389/fsurg.2026.1759439,tier3,openalex
7319,Breakthroughs in Smart Nursing With Generative AI,P. Prakash; T. Rajasekaran; S. Sasikanth; M. Sobika; M. Sabarish et al.,2026,Advances in Computational Intelligence and Robotics,10.4018/979-8-3373-8247-0.ch006,tier1,crossref
7320,"Bridging Science and Subjectivity: Evolving Evidence, Emerging Technologies and the Call for Personalised Psychotherapy: Créer une passerelle entre la science et la subjectivité : Évolution des donnée",Nagina Khan,2026,The Canadian Journal of Psychiatry,10.1177/07067437261425840,tier2,openalex
7321,"Building AI-Ready Datasets for Dural-Based Pathologies: A Systematic Approach to Data Curation, Annotation Challenges, and Potential Solutions.",Kedia S; Deora H; Goyal S; Jangir H; Garg K et al.,2026,,10.4103/neurol-india.neurol-india-d-25-00248,tier1,europepmc
7322,"Building Collaborative Intelligence: The Translational Journey of the Smart Amplified Group Environment Across Research, Education, and Practice",Jason Leigh; Luc Renambot; Ryan Theriot; Lance Long; Christopher J Lee et al.,2026,SN Computer Science,10.1007/s42979-026-04861-5,tier1,openalex
7323,Can AI generate safe anaesthesia plans? A comparative evaluation of three large language models on 100 synthetic cases.,Audrey Jarrassier; Frederik Belot de Saint-Léger; Gaël de Rocquigny; Philippe Ariès; Alexandre Joseph et al.,2026,"Anaesthesia, critical care & pain medicine",10.1016/j.accpm.2026.101769,tier2,pubmed
7324,Can ChatGPT Teach Tendon Repair Suturing? A Comparison With Video Instruction in a Simulation-Based Environment: A Pilot Study.,Killen H Briones-Zamora; Pryscilla Díaz Mora; Ivanna N Ferrín Yépez; Germán Gabriel Solís Salas; Anahi D Briones-Zamora et al.,2026,Journal of surgical education,10.1016/j.jsurg.2025.103867,tier2,pubmed
7325,Can ChatGPT-5 educate the public about vasectomy?: a Google Trends–based expert panel assessment,Ali Can Albaz; Oğuzcan Erbatu; Okan Yigit; Oktay Üçer; Gökhan Temeltaş et al.,2026,Frontiers in Digital Health,10.3389/fdgth.2026.1726517,tier1,openalex
7326,Can I Do Better Than AI: A Comparative Analysis of a Medical Student Essay Created With and Without Generative AI.,Nabihah Hussaini; Susan M Astley; Adam Perrett; Elaine F Harkness,2026,Cureus,10.7759/cureus.103357,tier1,pubmed
7327,Can Large Language Models Replicate Systematic Review Outcome Classifications in Medical Education? A Pilot Study Using Kirkpatrick Levels,G. Romano; Emilio Romano; Michelle Rau,2026,Medical Science Educator,10.1007/s40670-026-02639-1,tier1,openalex
7328,Can artificial intelligence chatbots think like dentists? A comparative analysis based on dental specialty examination questions in restorative dentistry.,Haberal M; Hançerlioğulları D,2026,,10.1186/s12903-025-07612-9,tier1,europepmc
7329,Can artificial intelligence help with the development of generic clinical skills when breaking bad news? A quantitative evaluation.,Miriam E Armstrong; Phil Bright; Stephen Glen; David Marshall; Michael C Jones,2026,"Clinical medicine (London, England)",10.1016/j.clinme.2026.100562,tier1,pubmed
7330,Can artificial intelligence pass the test? Evaluating chatbot scores on pediatric gastroenterology board-style questions.,Roberts AG; Patel R; Babu S; Engelhard MM; Greenberg RG et al.,2026,,10.1002/jpr3.70121,tier1,europepmc
7331,Can artificial intelligence read between the lines: Utilizing ChatGPT to evaluate medical students' implicit attitudes towards doctor-patient relationship.,Geng W; Jiang Y; Zhai W; Zhao X; Zhao Q et al.,2026,,10.1080/0142159x.2025.2515971,tier1,europepmc
7332,Can large language models be trusted? Reliability and readability of responses to perinatal depression FAQs,Jingyuan Huang; H. Yu; Junjian Chen; Xinyue Wang; Lizhi Huang et al.,2026,Frontiers in Public Health,10.3389/fpubh.2026.1760872,tier1,semantic_scholar
7333,"Can large language models perform clinical anamnesis? Comparative evaluation of ChatGPT, Claude, and Gemini in diagnostic reasoning through case-based questioning in oral and maxillofacial disorders.",Birkan Eyup Yilmaz; Furkan Ozbey; Busra Nur Gokkurt Yilmaz; Hasan Akpinar,2026,"Journal of stomatology, oral and maxillofacial surgery",10.1016/j.jormas.2025.102644,tier2,pubmed
7334,Can large language models reliably educate patients after kyphoplasty? A clinician-rated comparative study of ChatGPT and Gemini,Stanley Zhu; Sanidhya Singh; Bradley Richey; Gabriel Cuilan; Davin C. Gong et al.,2026,Journal of Orthopaedic Reports,10.1016/j.jorep.2026.100953,tier1,openalex
7335,CaseMaster: Designing and Evaluating a Probe for Oral Case Presentation Training with LLM Assistance,Yang Ouyang; Yuansong Xu; Chang Jiang; Yifan Jin; Haoran Jiang et al.,2026,ArXiv.org,10.48550/arxiv.2601.19332,tier1,openalex
7336,Challenges and Opportunities in AI Governance for Health Education,T. Subramanyeshwar Rao; Gandla Varsha; P. Sravan Kumar; T. Thukaram Goud,2026,,10.4018/979-8-3373-1330-6.ch007,tier3,openalex
7337,Challenges and opportunities for teaching and learning in an era of generative artificial intelligence: Students’ perspective,Puja Dulloo; Neeraj Vedi; Om Lata Bhagat,2026,Indian Journal of Physiology and Pharmacology,10.25259/ijpp_285_2025,tier3,openalex
7338,"Challenges of using generative AI for patient education in chronic heart failure: an evaluation of content quality, readability, and actionability in cross-platform LLM-generated texts",Zhilian Li; Xiaoya Li; Chao Ma; Zhiwen Zhang,2026,Frontiers in Public Health,10.3389/fpubh.2026.1801829,tier1,openalex
7339,ChatCLIDS: Simulating Persuasive AI Dialogues to Promote Closed-Loop Insulin Adoption in Type 1 Diabetes Care,Zonghai Yao; Talha Chafekar; Junda Wang; Shuo Han; Feiyun Ouyang et al.,2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i46.41305,tier2,openalex
7340,"ChatGPT as an AI-Enabled Educational Resource in Nursing Practice: Scoping Review of Uses, Outcomes, and Implementation Challenges",Shahnaz Anwar; Saldy Yusuf; Maria Kurnyata Rante Kada; Farawansah Mustafa,2026,JMIR AI,10.2196/79551,tier1,openalex
7341,"ChatGPT in liver transplantation: Current applications, limitations, and future directions.",Avramidou E; Kougianos N; Chiotis-Miehe G; Vasileiadou S; Katsanos G et al.,2026,,10.5500/wjt.v16.i1.110485,tier1,europepmc
7342,ChatGPT in undergraduate speech and language therapy education: students' perspectives and experiences.,Simsek A; Kaya T; Yildirim ME,2026,,10.1186/s12909-026-08833-4,tier1,europepmc
7343,ChatGPT versus UpToDate in Preclinical Medical Education: Cross-Sectional Analysis Using Term Frequency-Inverse Document Frequency Cosine Similarity.,Shankar S Thiru; Nicholas E Aksu; Matthew Chiang; Daniel O Gallagher; Mary Furlong et al.,2026,JMIR medical education,10.2196/82885,tier1,pubmed
7344,ChatGPT versus human authors: A comparative study of concept maps for clinical reasoning training with virtual patients.,Renata Szydlak; Yavuz Selim Kiyak; Inga Hege; Stanisław Górski; Lea Linglart et al.,2026,Medical teacher,10.1080/0142159x.2025.2583403,tier3,pubmed
7345,ChatGPT-4o as a Tool for Patient Education in Plastic Surgery.,Rohan Mangal; Soumil Prasad; Victoria Dahl; Anshumi Desai; Shangtao Wu et al.,2026,The Journal of craniofacial surgery,10.1097/scs.0000000000012162,tier3,pubmed
7346,ChatGPT-Assisted PBL Teaching Model in Pediatric Nursing Undergraduate Internship: A Randomized Controlled Pilot Study (Preprint),Huawen Zheng; Jinyan Li; Zhiying Li; Zeli Wang; Ziying Sun et al.,2026,,10.2196/preprints.92068,tier3,crossref
7347,Chatbot Demonstrates Moderate Interrater Reliability in Billing for Hand Surgery Clinic Encounters.,Latario LD; Fowler JR,2026,,10.1177/15589447241295328,tier1,europepmc
7348,Chatbots in Urology: A Bibliometric and Trend Analysis of the Emerging Landscape (2023-2025),Çağatay Özsoy; Mücahit Gelmiş; Erhan Ateş,2026,Grand Journal of Urology,10.5505/gju.2026.86570,tier1,openalex
7349,ClinConsensus: A Consensus-Based Benchmark for Evaluating Chinese Medical LLMs across Difficulty Levels,Xiang Zheng; Han Li; Wenjie Luo; Weiqi Zhai; Yiyuan Li et al.,2026,ArXiv.org,,tier3,openalex
7350,Clinical Validation of Medical-based Large Language Model Chatbots on Ophthalmic Patient Queries with LLM-based Evaluation,T. Tan; Kabilan Elangovan; Andreas Pollreisz; Kevin Bryan Dy; Wei Yan Ng et al.,2026,arXiv.org,10.48550/arxiv.2602.05381,tier1,semantic_scholar
7351,Clinical decision support of advanced large language models in endodontic disease.,Li J; He X; Wang Y; Liu Y; Liu J et al.,2026,,10.1016/j.jds.2025.06.007,tier3,europepmc
7352,Clinical performance and readability evaluation of large language models for patient communication in heart failure and cardiomyopathies,C. Reich; J. Leverenz; C. Brand; L. Niemeier; I. Branzei et al.,2026,European Heart Journal - Digital Health,10.1093/ehjdh/ztaf143.071,tier1,semantic_scholar
7353,Clinical simulation with artificial intelligence in university training,Isidro Lapuente Álvarez; Carmen Jeanneth Posso Pacheco; Erika Elvia Posso Pacheco,2026,MENTOR revista de investigación educativa y deportiva,10.56200/mentor.v5i1.12411,tier3,openalex
7354,Clinician Preferences for Artificial Intelligence vs Traditional Patient Education Materials,Lanie Nitsch; Srinivas Joga Ivatury,2026,,10.2139/ssrn.6219674,tier1,crossref
7355,Clinicians vs. Artificial Intelligence in Patient Outcome Prediction in the Intensive Care Unit,Corin Kuang; Camilo E. Valderrama; Henry T. Stelfox; Colin B. Josephson; Joon Lee,2026,,10.21203/rs.3.rs-8745082/v1,tier1,crossref
7356,Communicating Science in the Age of GenAI: Can Generative AI Support the Usage of Higher-Level Science Communication Strategies in Writing?,Yael Barel-Ben David; Roy Yosef; Elad Segev,2026,Science Communication,10.1177/10755470251411176,tier1,crossref
7357,Comparative Analysis of Artificial Intelligence Responses to Questions on Plastic Surgery Education: An Exploratory Study,Elisabeth Eschenbacher; Raymund E Horch; Fabian N. Necker; Andreas Arkudas,2026,Plastic & Reconstructive Surgery Global Open,10.1097/gox.0000000000007458,tier1,openalex
7358,Comparative Analysis of ChatGPT and Gemini in Addressing Questions from Chronic Kidney Disease Patients,Yasemin Bati Sutcu; Şeyda Gül Özcan; Mevlut Tamer Dincer; ZEYNEP ATLI; Sinan Trabulus et al.,2026,Kidney and Dialysis,10.3390/kidneydial6010009,tier1,openalex
7359,Comparative Analysis of Four AI Platforms for Orthopedic Education: Evaluation of Accuracy and Explanation Quality,Simerjit Singh; Avneet Kaur; Harmanpreet Singh,2026,IIUM Medical Journal Malaysia,10.31436/imjm.v25i01.3215,tier3,openalex
7360,Comparative Evaluation of Large Language Models and Human Specialists in Acid-Base Disorder Interpretation and Sepsis Management: A Prospective Simulation Study (Preprint),Evren Ekingen; mete Ucdal,2026,,10.2196/preprints.90666,tier3,crossref
7361,Comparative Performance Evaluation of Large Language Models and Human Teachers in Answering Optometry Questions from Medical Undergraduates.,Huang Z; Lin T; Lin H; Zheng Y; Chin MP et al.,2026,,10.1177/23821205251409499,tier1,europepmc
7362,Comparative Performance of ChatGPT-5 and Gemini 2.5 on the Official Clinical Diabetology Specialty Examination,Anna Kowalczyk; Michalina Loson-Kawalec; Dawid Bartosik; Aleksander Tabor; Bartosz Starzynski et al.,2026,Cureus,10.7759/cureus.101731,tier1,openalex
7363,Comparative Performance of Multimodal and Unimodal Large Language Models Versus Multicenter Human Clinical Experts in Aortic Dissection Management.,Ekingen E; Ucdal M,2026,,10.3390/diagnostics16020323,tier2,europepmc
